return_id,order_id,customer_id,return_date,reason,refund_amount,return_status
54000,378595,73824,2025-12-08,Not as Described,261.48,Completed
54001,278351,51183,2024-09-27,Late Delivery,41.91,Completed
54002,281760,75332,2025-07-09,Not as Described,229.52,Approved
54003,159304,6286,2023-10-01,Changed Mind,139.93,Completed
54004,134769,18204,2023-03-16,Changed Mind,489.57,Completed
54005,239222,85890,2023-01-31,Not as Described,239.79,Completed
54006,476656,55023,2025-06-06,Damaged,172.21,Completed
54007,192341,86699,2024-12-22,Late Delivery,415.24,Completed
54008,233244,34067,2023-12-22,Not as Described,379.42,Completed
54009,13053,88552,2023-11-30,Not as Described,494.58,Completed
54010,499315,99346,2025-03-06,Not as Described,113.69,Approved
54011,99727,89521,2025-11-29,Changed Mind,305.67,Completed
54012,146861,76532,2023-04-29,Changed Mind,495.35,Rejected
54013,159214,92744,2024-12-26,Late Delivery,176.44,Completed
54014,488187,88313,2024-01-15,Late Delivery,136.55,Completed
54015,421608,16733,2026-01-28,Late Delivery,25.28,Completed
54016,400435,24705,2025-10-23,Late Delivery,313.86,Approved
54017,244994,99073,2024-05-19,Not as Described,370.37,Rejected
54018,117134,65812,2025-05-14,Changed Mind,490.03,Completed
54019,157210,86588,2025-05-04,Late Delivery,168.45,Completed
54020,125509,85746,2023-03-31,Late Delivery,461.0,Completed
54021,470329,8327,2023-03-02,Wrong Item,494.61,Completed
54022,26334,48793,2024-06-26,Changed Mind,344.45,Completed
54023,428079,66459,2025-02-15,Not as Described,59.48,Completed
54024,14785,93415,2024-02-27,Not as Described,216.86,Completed
54025,396791,16857,2023-04-17,Damaged,65.21,Completed
54026,113052,33087,2024-07-12,Changed Mind,108.26,Completed
54027,463950,41578,2023-06-21,Changed Mind,357.87,Completed
54028,98044,26852,2024-11-19,Damaged,175.87,Completed
54029,420066,92038,2024-03-13,Not as Described,30.18,Completed
54030,306347,56113,2023-07-31,Damaged,440.89,Approved
54031,435053,82636,2023-05-10,Damaged,88.45,Rejected
54032,237265,11181,2024-03-21,Not as Described,151.47,Completed
54033,162977,21307,2025-12-14,Damaged,42.21,Completed
54034,177063,13414,2024-05-30,Late Delivery,29.72,Completed
54035,6723,97933,2023-06-08,Wrong Item,424.11,Completed
54036,108228,32593,2025-09-25,Changed Mind,476.04,Completed
54037,485107,50365,2024-09-16,Wrong Item,184.36,Completed
54038,311245,61668,2023-09-18,Not as Described,70.84,Approved
54039,79487,75242,2023-10-04,Changed Mind,93.3,Approved
54040,481307,63080,2024-04-25,Late Delivery,43.54,Completed
54041,19466,98128,2025-11-17,Late Delivery,79.24,Completed
54042,290404,86296,2025-04-16,Late Delivery,487.59,Completed
54043,169662,34135,2025-08-01,Late Delivery,186.89,Completed
54044,86906,60171,2024-01-10,Damaged,381.39,Completed
54045,404388,60537,2025-07-12,Changed Mind,290.75,Completed
54046,258564,3566,2024-11-21,Not as Described,447.67,Completed
54047,319975,20772,2025-10-13,Damaged,448.55,Completed
54048,149127,6580,2023-06-12,Wrong Item,328.94,Approved
54049,54393,62285,2024-01-31,Damaged,124.84,Rejected
54050,288602,19590,2025-03-24,Late Delivery,394.98,Completed
54051,278988,6477,2024-03-23,Late Delivery,132.16,Completed
54052,65108,90412,2025-03-26,Late Delivery,313.64,Completed
54053,460137,73875,2025-07-29,Changed Mind,446.19,Completed
54054,238200,19047,2023-12-04,Damaged,486.96,Completed
54055,368332,10698,2023-06-13,Changed Mind,427.32,Completed
54056,409154,90412,2024-06-26,Damaged,135.81,Completed
54057,87352,92243,2024-04-07,Damaged,85.39,Completed
54058,351268,66664,2025-04-11,Late Delivery,378.85,Completed
54059,66754,75304,2025-07-22,Changed Mind,331.0,Completed
54060,94051,88552,2023-04-30,Damaged,159.43,Completed
54061,115401,38932,2025-09-24,Changed Mind,146.59,Completed
54062,172083,99529,2025-02-05,Not as Described,100.1,Completed
54063,222419,94567,2024-05-23,Wrong Item,334.3,Completed
54064,173324,46713,2024-10-16,Changed Mind,385.18,Completed
54065,101895,6485,2023-11-03,Changed Mind,105.78,Completed
54066,309969,33809,2024-07-22,Late Delivery,251.75,Completed
54067,22700,67779,2023-08-04,Late Delivery,420.17,Approved
54068,125153,48746,2025-07-09,Wrong Item,260.71,Completed
54069,282039,62168,2025-05-22,Damaged,113.6,Completed
54070,50747,75503,2024-12-14,Changed Mind,385.2,Approved
54071,163381,42626,2024-02-11,Changed Mind,145.62,Completed
54072,13815,2244,2024-02-07,Damaged,235.44,Completed
54073,358459,72475,2023-12-08,Not as Described,426.39,Completed
54074,220819,15512,2025-10-07,Damaged,239.32,Completed
54075,239262,7388,2025-12-04,Late Delivery,340.94,Completed
54076,283408,67613,2023-03-30,Not as Described,76.59,Completed
54077,20256,92574,2023-12-29,Changed Mind,319.69,Approved
54078,206161,44286,2023-11-22,Changed Mind,133.21,Approved
54079,4037,74360,2025-10-27,Wrong Item,230.15,Completed
54080,218169,40714,2024-12-05,Late Delivery,326.04,Completed
54081,295150,19551,2024-08-09,Wrong Item,129.71,Approved
54082,308204,31888,2025-01-05,Late Delivery,431.44,Completed
54083,64301,59498,2024-06-16,Damaged,359.56,Completed
54084,249796,17954,2024-08-04,Changed Mind,471.59,Completed
54085,259285,70396,2025-11-16,Damaged,18.6,Completed
54086,83444,34130,2024-12-13,Not as Described,331.37,Completed
54087,370054,28752,2024-11-22,Wrong Item,13.03,Completed
54088,162854,17424,2023-01-27,Not as Described,332.79,Completed
54089,54189,37868,2023-05-22,Changed Mind,150.65,Completed
54090,497797,64521,2025-03-24,Late Delivery,254.79,Approved
54091,166967,85210,2024-10-13,Not as Described,388.41,Completed
54092,202272,98664,2024-10-25,Changed Mind,273.65,Completed
54093,125839,82972,2024-04-23,Wrong Item,491.27,Completed
54094,273617,96722,2024-02-01,Wrong Item,49.87,Completed
54095,148997,56022,2025-11-07,Late Delivery,249.62,Completed
54096,35413,63823,2023-03-22,Changed Mind,16.54,Completed
54097,303399,49615,2024-06-30,Late Delivery,251.68,Approved
54098,34742,8814,2023-11-17,Changed Mind,270.3,Completed
54099,200757,8851,2025-08-28,Wrong Item,16.2,Completed
54100,238470,31982,2025-09-26,Late Delivery,139.79,Completed
54101,394429,35705,2024-12-25,Not as Described,469.73,Approved
54102,366954,31884,2024-06-03,Changed Mind,434.65,Completed
54103,312906,57818,2025-10-28,Not as Described,216.07,Completed
54104,366445,76864,2025-04-25,Changed Mind,179.93,Completed
54105,389200,42973,2025-11-18,Changed Mind,231.63,Completed
54106,26091,48731,2023-10-19,Changed Mind,281.47,Approved
54107,146647,44921,2023-09-12,Changed Mind,42.06,Completed
54108,274800,38928,2025-03-05,Changed Mind,131.58,Rejected
54109,160965,14384,2024-04-20,Changed Mind,37.06,Completed
54110,388436,61744,2024-08-10,Late Delivery,479.37,Completed
54111,319520,82770,2023-10-30,Wrong Item,256.35,Completed
54112,240853,70383,2025-10-09,Late Delivery,228.34,Completed
54113,353354,38377,2023-04-26,Not as Described,434.35,Completed
54114,249239,77864,2025-11-12,Not as Described,384.29,Completed
54115,40021,86492,2024-01-09,Late Delivery,104.84,Completed
54116,346797,6293,2023-10-26,Not as Described,455.67,Completed
54117,167540,26856,2023-04-30,Changed Mind,97.61,Rejected
54118,220032,709,2023-11-06,Damaged,385.56,Completed
54119,312582,21815,2025-08-17,Late Delivery,378.03,Completed
54120,118903,79347,2025-06-29,Wrong Item,195.5,Completed
54121,312979,19183,2025-11-02,Late Delivery,450.75,Approved
54122,283306,2829,2023-12-25,Late Delivery,167.04,Rejected
54123,261421,35361,2024-11-02,Late Delivery,53.49,Completed
54124,488675,98786,2024-06-14,Late Delivery,218.8,Approved
54125,270987,61184,2025-09-18,Damaged,147.25,Completed
54126,234455,63284,2025-01-30,Late Delivery,29.91,Completed
54127,168295,73172,2025-05-01,Not as Described,399.72,Approved
54128,21159,87077,2023-11-09,Damaged,354.9,Completed
54129,7983,221,2024-05-27,Changed Mind,485.41,Completed
54130,412669,25846,2025-08-02,Damaged,163.35,Completed
54131,286339,44925,2023-04-27,Damaged,204.68,Approved
54132,183847,9673,2023-12-14,Wrong Item,405.06,Approved
54133,477197,89323,2024-02-08,Damaged,123.29,Approved
54134,308763,70635,2024-10-30,Wrong Item,324.22,Approved
54135,136248,89262,2023-11-17,Late Delivery,457.85,Completed
54136,366122,72367,2023-11-17,Not as Described,427.7,Completed
54137,172263,17034,2026-01-23,Late Delivery,184.86,Completed
54138,342539,67112,2024-04-30,Damaged,358.69,Completed
54139,115230,69922,2025-10-13,Not as Described,440.32,Completed
54140,55297,37078,2023-06-27,Damaged,358.94,Completed
54141,101833,59309,2025-02-02,Not as Described,164.16,Completed
54142,162549,10405,2023-03-28,Late Delivery,366.23,Completed
54143,67069,23264,2025-01-06,Changed Mind,299.56,Completed
54144,275940,52801,2023-04-29,Not as Described,439.51,Rejected
54145,329001,7847,2023-07-21,Not as Described,147.46,Completed
54146,280475,52608,2024-10-05,Not as Described,27.31,Approved
54147,31472,15479,2023-06-10,Changed Mind,427.99,Completed
54148,250200,40350,2025-03-24,Changed Mind,472.19,Completed
54149,331202,94228,2024-12-20,Changed Mind,59.14,Approved
54150,410646,3653,2023-04-24,Changed Mind,151.39,Completed
54151,101741,75070,2023-05-17,Damaged,316.02,Completed
54152,32818,33736,2025-04-21,Changed Mind,15.61,Completed
54153,150721,793,2023-09-03,Changed Mind,63.78,Completed
54154,92560,34107,2025-11-10,Wrong Item,108.43,Completed
54155,177596,81233,2024-12-24,Not as Described,329.99,Completed
54156,426831,57496,2024-09-09,Late Delivery,29.23,Rejected
54157,350292,85104,2023-06-24,Changed Mind,404.85,Completed
54158,333413,15835,2025-12-18,Late Delivery,22.77,Completed
54159,477193,25711,2025-05-02,Wrong Item,356.9,Approved
54160,398702,96168,2024-06-05,Wrong Item,299.65,Completed
54161,382681,58677,2023-12-19,Late Delivery,394.11,Completed
54162,283856,22409,2024-05-13,Changed Mind,179.55,Completed
54163,294224,64114,2023-02-25,Late Delivery,205.34,Approved
54164,394801,32291,2023-11-25,Late Delivery,259.53,Rejected
54165,65436,36190,2025-07-12,Changed Mind,179.97,Rejected
54166,277107,81774,2024-11-14,Damaged,486.06,Approved
54167,146670,47627,2025-01-16,Changed Mind,20.0,Completed
54168,31673,58195,2023-04-08,Changed Mind,218.53,Approved
54169,383523,64144,2023-06-22,Not as Described,154.02,Approved
54170,332885,66154,2025-09-10,Damaged,332.91,Completed
54171,151603,51128,2023-06-28,Late Delivery,146.46,Completed
54172,202267,2662,2025-06-18,Changed Mind,256.65,Completed
54173,300302,86991,2025-05-25,Wrong Item,92.24,Completed
54174,138297,31747,2025-06-25,Not as Described,421.99,Completed
54175,175886,42346,2025-01-29,Changed Mind,196.17,Completed
54176,145787,12719,2023-07-18,Changed Mind,268.08,Completed
54177,354713,74207,2025-11-26,Late Delivery,195.19,Completed
54178,345011,79492,2023-11-22,Damaged,370.74,Completed
54179,443276,11502,2023-09-30,Changed Mind,66.17,Completed
54180,341180,45208,2025-12-13,Wrong Item,311.66,Completed
54181,229404,56017,2025-11-06,Late Delivery,499.72,Completed
54182,380750,62594,2023-10-18,Changed Mind,149.22,Approved
54183,109664,13399,2023-06-01,Damaged,191.34,Approved
54184,149688,6353,2024-12-10,Wrong Item,498.63,Completed
54185,87931,37106,2025-03-16,Damaged,70.55,Completed
54186,61696,31594,2024-11-21,Changed Mind,305.94,Completed
54187,364702,50751,2025-01-04,Damaged,202.92,Approved
54188,54614,53071,2025-05-31,Changed Mind,298.06,Completed
54189,114526,130,2025-03-07,Changed Mind,432.81,Completed
54190,482974,69366,2024-10-07,Late Delivery,92.99,Completed
54191,247270,66647,2026-01-14,Wrong Item,119.77,Completed
54192,180653,65921,2024-10-11,Changed Mind,334.13,Completed
54193,391782,3135,2023-02-10,Wrong Item,479.14,Completed
54194,163386,66500,2024-10-20,Not as Described,430.02,Completed
54195,167995,19972,2023-06-16,Late Delivery,357.75,Completed
54196,267135,51193,2023-08-22,Damaged,325.84,Completed
54197,211775,79874,2024-09-11,Wrong Item,460.83,Approved
54198,55948,64756,2023-04-13,Not as Described,138.41,Completed
54199,195792,69672,2024-09-05,Changed Mind,117.94,Completed
54200,479305,37151,2024-10-17,Not as Described,408.29,Completed
54201,16162,33863,2024-03-02,Late Delivery,159.39,Completed
54202,312353,8491,2025-10-11,Changed Mind,396.11,Completed
54203,260922,17577,2024-02-10,Changed Mind,498.18,Rejected
54204,241989,86303,2024-10-11,Damaged,166.25,Completed
54205,98904,33039,2025-02-04,Late Delivery,32.85,Completed
54206,395231,84225,2025-05-10,Late Delivery,107.16,Rejected
54207,3551,96343,2024-10-07,Changed Mind,432.75,Approved
54208,439702,35174,2025-03-27,Damaged,219.51,Completed
54209,461859,38191,2025-11-15,Not as Described,358.83,Completed
54210,446030,76364,2024-10-06,Changed Mind,45.42,Approved
54211,258629,46585,2025-11-18,Damaged,99.35,Completed
54212,15199,86283,2025-11-04,Damaged,92.74,Completed
54213,497901,84839,2025-08-13,Damaged,495.44,Completed
54214,313522,46828,2024-10-10,Damaged,296.42,Approved
54215,2797,76650,2025-10-03,Late Delivery,71.57,Completed
54216,114523,99152,2025-06-09,Not as Described,221.01,Rejected
54217,198943,21882,2024-09-22,Late Delivery,100.35,Completed
54218,318751,93137,2025-12-08,Changed Mind,353.25,Completed
54219,401801,29102,2024-06-01,Damaged,41.76,Completed
54220,474904,6766,2024-09-26,Late Delivery,95.7,Completed
54221,8649,91461,2023-10-20,Wrong Item,63.28,Approved
54222,478561,85897,2024-10-02,Not as Described,124.22,Completed
54223,390995,80493,2024-01-11,Changed Mind,452.41,Approved
54224,175738,19459,2024-03-21,Damaged,85.35,Completed
54225,283415,63517,2023-12-31,Changed Mind,395.42,Approved
54226,94987,64257,2023-01-29,Not as Described,185.77,Completed
54227,91447,47184,2025-04-30,Late Delivery,431.49,Completed
54228,362650,84748,2024-02-27,Late Delivery,203.65,Completed
54229,110702,24233,2024-02-02,Not as Described,49.91,Completed
54230,176733,45506,2023-08-06,Changed Mind,412.12,Rejected
54231,39516,88283,2024-09-29,Not as Described,378.75,Completed
54232,392562,36404,2024-09-05,Damaged,256.12,Completed
54233,409934,24500,2024-01-16,Late Delivery,401.15,Completed
54234,376442,22920,2023-05-28,Changed Mind,43.62,Completed
54235,320162,85506,2024-11-12,Wrong Item,102.61,Approved
54236,445410,29443,2024-01-09,Not as Described,388.64,Completed
54237,426425,57283,2023-10-09,Not as Described,120.25,Completed
54238,93174,59422,2025-07-31,Damaged,197.86,Rejected
54239,316726,98511,2025-11-30,Damaged,273.71,Completed
54240,120771,25272,2023-06-16,Not as Described,213.74,Completed
54241,249195,30336,2024-06-13,Not as Described,279.38,Completed
54242,103841,61232,2025-07-29,Late Delivery,212.72,Completed
54243,289237,24377,2023-04-01,Not as Described,84.34,Completed
54244,250235,65077,2025-11-30,Not as Described,282.03,Completed
54245,72691,36405,2025-08-17,Changed Mind,392.52,Completed
54246,341971,5886,2025-12-27,Not as Described,393.47,Completed
54247,57013,44964,2024-12-10,Late Delivery,259.27,Approved
54248,266728,13814,2025-06-18,Damaged,456.2,Completed
54249,339672,82362,2023-05-26,Changed Mind,28.49,Approved
54250,433421,74353,2023-07-02,Not as Described,443.01,Completed
54251,76241,44321,2024-05-29,Late Delivery,301.81,Completed
54252,390994,76653,2023-12-25,Changed Mind,430.31,Completed
54253,477863,6684,2025-10-20,Late Delivery,482.47,Completed
54254,371212,1789,2023-09-07,Late Delivery,243.46,Rejected
54255,131697,3073,2023-08-23,Changed Mind,36.45,Completed
54256,188321,4621,2025-04-28,Wrong Item,116.05,Approved
54257,404249,47579,2025-02-08,Late Delivery,344.23,Approved
54258,487939,71853,2024-09-23,Late Delivery,203.99,Approved
54259,252918,68841,2025-06-17,Not as Described,358.05,Completed
54260,73512,70299,2025-03-23,Changed Mind,488.84,Completed
54261,45807,75336,2023-07-06,Wrong Item,218.93,Approved
54262,468189,38228,2023-10-31,Not as Described,18.21,Approved
54263,412014,4412,2024-02-13,Late Delivery,94.14,Completed
54264,19805,65690,2024-12-17,Not as Described,379.03,Approved
54265,49869,62330,2024-08-21,Not as Described,36.03,Completed
54266,101785,41992,2025-01-05,Changed Mind,67.95,Completed
54267,97109,9722,2023-11-13,Late Delivery,72.07,Completed
54268,307178,59983,2025-12-16,Changed Mind,27.18,Completed
54269,256834,53542,2025-09-29,Late Delivery,485.16,Completed
54270,246722,51262,2025-05-18,Changed Mind,44.38,Completed
54271,219671,85004,2024-05-23,Damaged,281.69,Approved
54272,182830,85109,2025-12-18,Damaged,172.44,Completed
54273,157839,53908,2023-10-07,Damaged,97.37,Completed
54274,269559,63989,2023-07-15,Damaged,375.44,Completed
54275,142228,82765,2025-03-08,Wrong Item,264.61,Rejected
54276,271606,49087,2024-09-28,Damaged,379.67,Approved
54277,415460,62447,2023-12-23,Damaged,256.11,Completed
54278,252198,41349,2024-12-02,Damaged,329.9,Approved
54279,121704,14367,2025-02-14,Wrong Item,489.78,Completed
54280,190682,46221,2025-12-22,Late Delivery,74.15,Completed
54281,423109,56931,2023-04-28,Wrong Item,428.71,Approved
54282,52252,23346,2025-02-13,Not as Described,418.65,Completed
54283,274256,55609,2023-12-02,Late Delivery,344.03,Completed
54284,464934,55736,2023-04-12,Changed Mind,492.06,Completed
54285,229799,42354,2025-08-22,Damaged,145.73,Completed
54286,70882,53528,2023-02-02,Changed Mind,332.54,Completed
54287,437605,94676,2025-11-19,Changed Mind,169.35,Completed
54288,140258,14444,2024-04-15,Damaged,59.78,Completed
54289,493357,80188,2024-10-31,Damaged,381.76,Completed
54290,316743,14168,2023-09-24,Changed Mind,151.45,Completed
54291,192661,35832,2025-05-18,Not as Described,96.95,Completed
54292,312226,17262,2024-02-10,Wrong Item,81.37,Rejected
54293,245390,63660,2023-09-06,Changed Mind,158.92,Completed
54294,293014,66690,2026-01-07,Changed Mind,46.03,Approved
54295,78587,4753,2025-09-26,Not as Described,194.41,Completed
54296,392656,45579,2024-11-03,Changed Mind,465.0,Completed
54297,473087,46026,2026-01-20,Not as Described,27.06,Completed
54298,180885,24392,2023-10-15,Not as Described,54.66,Completed
54299,456188,9538,2023-08-21,Changed Mind,494.6,Approved
54300,53546,60492,2024-06-05,Late Delivery,361.3,Completed
54301,469373,71385,2023-02-23,Late Delivery,114.11,Completed
54302,142644,29169,2025-12-20,Changed Mind,80.24,Completed
54303,362010,83781,2023-03-24,Changed Mind,158.13,Completed
54304,340016,2208,2024-12-07,Changed Mind,350.78,Completed
54305,44922,25249,2023-11-17,Damaged,181.24,Completed
54306,61170,60717,2024-06-29,Not as Described,134.98,Completed
54307,430397,82358,2023-05-26,Not as Described,224.16,Completed
54308,268198,35881,2024-03-12,Late Delivery,458.35,Completed
54309,173638,56444,2023-05-03,Damaged,263.21,Completed
54310,185933,12593,2025-03-25,Wrong Item,291.59,Rejected
54311,180106,4014,2025-05-01,Late Delivery,422.44,Completed
54312,430169,6478,2025-01-06,Damaged,445.73,Approved
54313,185339,78015,2023-08-11,Not as Described,218.77,Completed
54314,499614,90129,2023-05-14,Late Delivery,389.26,Completed
54315,58214,19045,2025-11-19,Not as Described,488.07,Completed
54316,320444,39325,2023-04-06,Changed Mind,452.09,Completed
54317,454237,329,2024-04-22,Not as Described,66.13,Completed
54318,454014,14119,2024-05-11,Wrong Item,131.51,Rejected
54319,98098,76210,2024-01-10,Damaged,10.3,Completed
54320,42943,61285,2024-12-10,Changed Mind,58.15,Completed
54321,2689,97625,2024-12-18,Changed Mind,206.54,Approved
54322,389058,65797,2024-08-02,Not as Described,250.14,Completed
54323,395302,72530,2023-03-10,Not as Described,157.81,Approved
54324,408223,71621,2023-07-04,Not as Described,331.42,Completed
54325,140105,56639,2025-05-06,Not as Described,398.8,Completed
54326,88014,3097,2024-08-08,Wrong Item,328.42,Completed
54327,200853,70601,2025-10-12,Not as Described,61.16,Approved
54328,288698,59022,2023-03-22,Changed Mind,411.45,Completed
54329,415155,5339,2023-04-09,Damaged,325.77,Completed
54330,91346,69269,2023-10-12,Changed Mind,354.7,Completed
54331,406392,63195,2024-11-16,Late Delivery,64.67,Completed
54332,435022,24351,2025-10-24,Damaged,307.47,Completed
54333,188358,25489,2023-09-23,Damaged,77.62,Approved
54334,385223,99856,2025-08-12,Changed Mind,462.39,Completed
54335,138740,61971,2024-10-19,Late Delivery,254.52,Completed
54336,204318,31308,2024-02-04,Not as Described,149.71,Completed
54337,60520,49312,2023-10-27,Damaged,315.13,Approved
54338,417316,72611,2023-08-21,Changed Mind,416.09,Approved
54339,185228,57467,2023-08-12,Late Delivery,345.31,Approved
54340,153222,50255,2025-03-28,Changed Mind,68.78,Completed
54341,178791,20933,2023-02-11,Changed Mind,341.47,Completed
54342,425494,30808,2025-02-17,Late Delivery,141.64,Completed
54343,462912,23374,2025-05-25,Not as Described,17.73,Completed
54344,162101,89617,2024-01-14,Changed Mind,221.53,Completed
54345,21781,37331,2024-01-02,Not as Described,444.17,Completed
54346,229763,57253,2024-08-01,Not as Described,441.61,Approved
54347,93562,65863,2024-12-30,Wrong Item,111.56,Approved
54348,78396,4883,2024-11-22,Late Delivery,234.85,Approved
54349,157501,15662,2023-06-26,Late Delivery,397.67,Completed
54350,399410,54027,2024-09-21,Damaged,16.19,Completed
54351,11172,16838,2023-03-30,Wrong Item,418.95,Completed
54352,113360,30479,2023-04-12,Changed Mind,342.18,Completed
54353,62359,51965,2024-06-20,Late Delivery,85.6,Completed
54354,374567,35,2024-09-21,Late Delivery,449.73,Completed
54355,109158,48964,2024-01-02,Damaged,34.54,Completed
54356,312735,49329,2025-10-25,Late Delivery,255.61,Completed
54357,39235,46360,2024-06-17,Changed Mind,183.24,Completed
54358,398902,68227,2025-01-31,Wrong Item,53.65,Completed
54359,422849,58154,2024-09-15,Damaged,10.94,Approved
54360,107844,71273,2025-07-24,Not as Described,37.4,Completed
54361,486283,77888,2024-11-10,Wrong Item,450.01,Completed
54362,230070,63636,2024-09-30,Changed Mind,360.5,Completed
54363,474558,52669,2023-02-18,Damaged,436.7,Approved
54364,313683,41632,2025-11-12,Changed Mind,123.86,Approved
54365,228182,14073,2023-03-26,Late Delivery,281.67,Completed
54366,362639,72480,2025-04-11,Late Delivery,108.45,Completed
54367,51777,44549,2023-06-18,Changed Mind,309.56,Rejected
54368,323968,59391,2025-03-11,Wrong Item,247.6,Completed
54369,217883,17466,2025-01-30,Changed Mind,68.39,Approved
54370,49954,7272,2023-02-17,Late Delivery,73.57,Completed
54371,100103,39942,2025-12-07,Changed Mind,71.85,Completed
54372,150577,30140,2023-05-15,Not as Described,176.85,Completed
54373,479406,50112,2025-03-15,Changed Mind,402.09,Approved
54374,203646,31571,2025-09-25,Damaged,93.68,Rejected
54375,136362,67367,2024-06-18,Wrong Item,208.56,Completed
54376,184699,26218,2024-12-02,Late Delivery,493.83,Completed
54377,288833,52408,2023-09-03,Damaged,242.93,Rejected
54378,51049,47540,2025-02-10,Changed Mind,339.56,Approved
54379,177188,68594,2023-01-08,Not as Described,31.32,Completed
54380,45184,36703,2025-12-03,Not as Described,338.47,Completed
54381,284092,24025,2023-10-17,Wrong Item,179.03,Completed
54382,485226,56083,2023-05-20,Damaged,460.15,Approved
54383,415864,70840,2023-07-22,Changed Mind,316.56,Completed
54384,226947,61768,2024-07-29,Damaged,427.79,Rejected
54385,102211,6938,2024-06-22,Late Delivery,59.91,Completed
54386,439188,15986,2023-07-22,Late Delivery,20.83,Approved
54387,159153,73869,2023-11-20,Damaged,299.39,Completed
54388,358220,27416,2024-02-05,Changed Mind,280.38,Completed
54389,439057,65576,2024-04-19,Wrong Item,139.13,Completed
54390,317454,98771,2023-09-30,Damaged,175.05,Completed
54391,179616,46644,2023-12-01,Changed Mind,181.96,Rejected
54392,271205,59153,2025-12-03,Not as Described,81.26,Completed
54393,134823,16097,2024-12-20,Not as Described,209.02,Completed
54394,304001,159,2024-05-05,Changed Mind,84.99,Completed
54395,120375,33579,2024-04-06,Late Delivery,434.37,Completed
54396,98063,32552,2024-11-29,Late Delivery,345.91,Completed
54397,323456,48955,2025-06-19,Changed Mind,331.74,Completed
54398,299863,12453,2024-03-11,Not as Described,288.3,Completed
54399,274469,52912,2025-03-01,Changed Mind,148.88,Completed
54400,56914,81541,2024-01-16,Late Delivery,434.88,Completed
54401,21720,90453,2024-12-30,Changed Mind,213.05,Approved
54402,417561,69266,2024-12-14,Not as Described,191.21,Completed
54403,142751,92469,2024-09-01,Changed Mind,169.71,Completed
54404,254096,11438,2023-08-23,Damaged,448.66,Completed
54405,314947,18514,2024-04-14,Late Delivery,174.19,Approved
54406,346879,84529,2023-05-26,Not as Described,34.32,Completed
54407,458132,92465,2023-12-18,Wrong Item,468.66,Completed
54408,490140,38444,2025-10-16,Damaged,241.74,Completed
54409,424863,71530,2023-09-26,Changed Mind,310.49,Completed
54410,382939,44522,2025-12-27,Changed Mind,486.07,Completed
54411,411483,99841,2025-03-06,Late Delivery,479.33,Approved
54412,472692,22179,2024-01-22,Damaged,440.34,Completed
54413,419221,86781,2023-11-19,Late Delivery,160.11,Completed
54414,73432,95577,2023-02-28,Changed Mind,322.39,Completed
54415,2679,34434,2025-06-28,Changed Mind,362.9,Completed
54416,70536,68575,2025-04-30,Changed Mind,444.48,Completed
54417,6414,22955,2024-11-14,Not as Described,209.93,Completed
54418,54692,53035,2024-12-02,Not as Described,183.03,Completed
54419,43858,48,2023-12-25,Damaged,71.24,Completed
54420,435779,98132,2025-11-27,Late Delivery,457.74,Completed
54421,77577,65855,2025-02-28,Changed Mind,286.71,Completed
54422,230225,82999,2024-07-15,Late Delivery,443.59,Completed
54423,496924,25586,2023-10-31,Not as Described,427.27,Completed
54424,264472,43279,2023-10-03,Late Delivery,143.08,Rejected
54425,114833,26005,2024-04-17,Damaged,193.58,Completed
54426,10709,91595,2025-01-12,Changed Mind,414.49,Completed
54427,271440,91514,2024-05-17,Not as Described,386.08,Approved
54428,123895,57799,2023-09-19,Damaged,440.21,Completed
54429,87552,37811,2024-12-11,Changed Mind,191.75,Completed
54430,141800,25020,2025-06-28,Not as Described,451.94,Completed
54431,27596,18426,2025-05-31,Late Delivery,11.85,Approved
54432,216443,98883,2025-06-11,Wrong Item,119.33,Completed
54433,296769,4569,2025-03-11,Changed Mind,388.72,Approved
54434,425200,79689,2023-08-18,Damaged,303.28,Completed
54435,257429,98483,2025-10-04,Late Delivery,414.42,Completed
54436,488303,42845,2023-08-20,Wrong Item,269.43,Approved
54437,101578,33186,2023-05-01,Not as Described,377.91,Completed
54438,250410,40000,2025-07-06,Late Delivery,29.28,Completed
54439,274691,2638,2023-11-06,Not as Described,329.61,Approved
54440,430653,16929,2024-08-22,Wrong Item,198.93,Completed
54441,99210,45366,2025-11-07,Late Delivery,389.71,Approved
54442,483731,19873,2023-10-21,Damaged,56.72,Completed
54443,13005,52915,2023-06-30,Changed Mind,390.78,Completed
54444,152601,89721,2025-08-08,Late Delivery,42.16,Completed
54445,494397,98236,2025-08-06,Changed Mind,108.62,Completed
54446,73340,22264,2023-06-12,Not as Described,19.65,Approved
54447,27785,14356,2024-08-29,Changed Mind,464.15,Completed
54448,215686,45358,2023-09-13,Changed Mind,442.84,Completed
54449,123665,74596,2024-05-12,Changed Mind,372.34,Completed
54450,434023,16795,2024-11-23,Late Delivery,23.19,Completed
54451,371989,37750,2025-04-09,Wrong Item,472.52,Completed
54452,399657,33190,2024-01-01,Damaged,128.11,Completed
54453,199656,25488,2023-12-29,Not as Described,263.98,Completed
54454,343944,66498,2023-07-07,Damaged,443.45,Completed
54455,229490,64023,2025-03-17,Not as Described,269.82,Approved
54456,59692,21843,2023-04-08,Damaged,337.01,Completed
54457,151259,77386,2025-03-18,Damaged,356.73,Approved
